id,Gender,Age,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Satisfaction,Last_Purchase_Days_Ago,Target_Churn,Email_Opt_In,Promotion_Response
726,Male,47,68.26,6073.14,16,89,100.67,4,3,139,1,1,Responded
727,Male,55,43.69,3148.86,8,45,362.66,5,3,35,1,1,Unsubscribed
728,Male,51,27.06,4351.72,9,55,161.13,1,5,341,0,0,Ignored
729,Male,29,24.54,3220,5,33,358.03,0,2,271,0,0,Responded
73,Male,29,157.99,4553.63,9,38,248.66,7,3,182,1,1,Responded
730,Female,36,68.88,794.72,18,77,263.57,7,3,31,1,0,Ignored
731,Male,54,103.13,5057.51,13,56,189.8,6,4,55,1,0,Unsubscribed
732,Male,61,150.72,9639.63,15,66,32.43,3,3,90,0,0,Ignored
733,Male,34,105.48,6156.66,10,13,486.53,8,5,167,0,1,Ignored
734,Female,27,182.73,3070.32,5,26,196.21,1,1,225,1,0,Unsubscribed
735,Female,64,26.34,9565.88,4,65,396.92,2,3,354,0,0,Unsubscribed
736,Male,29,52.52,3953.45,19,70,174.98,6,5,276,0,0,Responded
737,Female,33,80.93,7005.43,15,77,449.91,0,5,340,1,1,Unsubscribed
738,Male,41,123.95,6377.72,8,31,45.34,5,1,230,1,1,Ignored
739,Male,36,173.49,9533.82,5,41,147.88,4,3,255,1,0,Unsubscribed
74,Female,18,143.96,2348.58,14,49,443.26,0,5,42,0,0,Unsubscribed
740,Female,25,83.04,9154.57,9,18,267.84,0,3,54,0,0,Unsubscribed
741,Male,48,68.24,1565.24,17,29,310.36,5,4,201,1,0,Ignored
742,Female,38,31.14,948.29,8,29,325.29,8,5,133,1,1,Responded
743,Female,34,167.83,8115.46,14,12,202.03,6,3,166,1,0,Responded
744,Male,40,88.34,9058.94,12,94,317.56,2,3,359,0,1,Ignored
745,Male,54,122.88,4980.44,9,66,434.45,2,2,90,0,1,Responded
746,Female,33,197.04,6938.54,16,1,420.66,3,1,247,1,0,Ignored
747,Male,23,20.29,790.9,1,51,133.62,6,4,38,0,1,Responded
748,Male,25,46.18,2276.06,1,28,30.38,2,1,317,1,1,Unsubscribed
749,Male,42,160.24,1578.82,10,57,127.43,2,2,231,1,0,Unsubscribed
75,Male,61,147.44,2987.49,1,40,130.87,2,1,138,0,0,Responded
750,Female,35,164.92,6051.49,12,80,411.56,7,2,117,0,0,Ignored
751,Female,42,158.46,2055.64,3,53,332.87,8,2,280,0,0,Unsubscribed
752,Male,29,116.66,692.48,1,17,71.01,6,3,122,1,1,Responded
753,Female,32,196.19,3091.85,8,91,90.5,0,1,334,0,1,Responded
754,Female,43,91.31,6804.4,16,78,139.92,8,1,161,1,0,Responded
755,Female,58,128.35,5820.85,6,26,428.6,0,5,21,0,0,Responded
756,Female,62,31.41,3374.18,11,24,205,8,3,285,0,1,Unsubscribed
757,Female,43,93.77,8351.44,14,61,176.43,0,4,114,1,0,Responded
758,Male,64,150.05,2835.06,13,72,120.57,9,4,244,0,1,Responded
759,Male,49,62.97,2679.42,4,20,340.22,9,5,65,0,0,Responded
76,Female,22,158.1,7785.7,1,39,464.56,0,1,267,1,0,Unsubscribed
760,Male,27,189.89,5643.48,2,66,484.34,4,2,338,0,0,Unsubscribed
761,Female,33,143.62,4834.33,3,63,48.88,7,3,81,1,0,Responded
762,Female,24,71.76,4515.13,7,41,256.34,7,1,214,1,1,Responded
763,Male,34,158.42,1642.28,18,69,452.25,7,5,330,0,1,Unsubscribed
764,Female,40,34.97,5096,14,16,141.11,0,1,117,0,1,Responded
765,Male,43,195.46,2664.29,10,22,176.13,3,1,108,1,1,Unsubscribed
766,Male,38,28.87,3982.58,10,20,251.79,2,1,323,1,0,Responded
767,Male,39,188.02,7362.35,6,29,78.66,4,2,130,0,0,Ignored
768,Female,24,65.51,9374.94,15,98,403.85,5,4,130,0,0,Responded
769,Female,31,156.41,7761.24,16,11,133.39,5,2,360,1,1,Responded
77,Female,47,71.69,2806.16,16,44,388.99,5,2,284,1,0,Unsubscribed
770,Male,32,20.01,4115.78,8,25,38.82,2,2,215,0,1,Responded
771,Male,24,65.76,5971.03,5,26,335.73,4,4,127,0,1,Responded
772,Male,26,154.84,7490.33,4,54,277.2,8,4,331,0,1,Ignored
773,Male,25,115.82,4200.79,8,8,465.52,0,5,133,0,1,Ignored
774,Female,40,40.69,3666.46,10,21,393.49,0,2,46,1,0,Unsubscribed
775,Female,46,90.85,1438.91,10,88,27.65,1,3,312,1,1,Unsubscribed
776,Male,35,87.6,7388.98,8,63,269.6,4,1,88,1,1,Unsubscribed
777,Male,48,122.27,8401.24,12,63,435.24,9,3,64,1,1,Ignored
778,Female,47,140.24,3234.19,7,79,18.98,1,3,113,0,1,Ignored
779,Female,56,171.35,7856.73,14,16,193,3,3,329,1,1,Unsubscribed
78,Female,47,118.69,3867.77,18,49,166.56,4,3,104,1,1,Unsubscribed
780,Male,52,109.5,6141.11,3,5,418.21,8,4,291,1,1,Unsubscribed
781,Male,35,90.56,7862.42,8,95,132.17,8,5,302,0,1,Ignored
782,Male,59,45.92,4172.24,4,97,15.97,3,2,164,1,0,Responded
783,Female,56,164.87,7501.01,13,86,176.88,5,4,187,0,0,Unsubscribed
784,Female,34,148.41,4144.24,1,2,26.95,8,5,189,1,0,Unsubscribed
785,Female,31,93.56,978.7,6,51,458.69,2,5,183,1,0,Unsubscribed
786,Male,48,113.32,5550.73,1,24,427.86,3,5,24,1,1,Responded
787,Male,41,139.73,4597.85,4,65,216.74,8,5,356,1,0,Ignored
788,Female,52,49.67,2603.51,11,15,209.83,0,1,121,0,1,Responded
789,Female,61,24.9,8931.92,18,92,489.92,5,1,93,1,0,Responded
79,Male,34,117.8,4837.9,13,1,483.73,5,1,162,0,1,Ignored
790,Male,62,77.15,3890.25,17,78,249.74,8,4,37,0,1,Responded
791,Female,51,127.21,487.35,9,38,223.98,0,2,91,1,1,Ignored
792,Female,20,107.59,3883.14,19,53,206.23,0,2,149,0,0,Ignored
793,Male,54,144.66,4302.65,16,99,165.67,0,4,216,0,0,Responded
794,Female,60,167.54,8630.21,11,77,178.18,5,2,254,1,1,Responded
795,Male,57,107.92,8011.91,6,3,227.75,5,4,323,1,1,Ignored
796,Male,43,44.17,2079.67,14,98,462.53,9,2,203,1,0,Unsubscribed
797,Male,40,173.11,8406.39,4,79,440.15,7,3,126,0,1,Ignored
798,Male,61,123.5,2554.48,5,18,383.76,7,1,242,0,1,Responded
799,Male,56,153.19,3485.15,4,45,394.05,8,4,292,1,1,Ignored
8,Male,30,88.9,7270.9,4,87,63.61,3,3,224,0,0,Ignored
80,Female,64,153.13,5793.6,17,10,190.7,6,4,85,0,1,Responded
800,Male,32,146.84,860.5,4,72,217.72,0,5,52,1,1,Responded
801,Male,21,194.28,648.03,8,28,295.58,7,2,275,1,1,Ignored
802,Female,46,73.16,6840.52,11,24,449.49,2,4,275,1,1,Unsubscribed
803,Male,39,146.96,9241.08,9,66,172.13,4,3,283,1,1,Unsubscribed
804,Male,42,85.82,4980.87,9,72,204.73,1,3,256,0,1,Ignored
805,Female,30,91.17,8456.53,18,58,139.89,6,1,59,1,1,Responded
806,Female,35,61.51,7958.14,18,76,32.02,7,4,290,1,0,Unsubscribed
807,Female,50,81.92,6680.32,6,58,17.95,9,4,168,0,1,Responded
808,Male,33,190.69,9784.47,17,11,143.49,2,2,340,1,1,Unsubscribed
809,Female,62,72.66,8041.66,4,9,471.18,6,5,340,0,1,Ignored
81,Male,40,192.24,9961.39,12,16,342.92,7,2,8,1,1,Responded
810,Male,59,64.28,2820.96,19,15,168.88,3,3,5,1,1,Ignored
811,Male,61,124.96,7911.24,4,94,445.4,3,5,204,1,0,Unsubscribed
812,Male,19,66.45,6957.35,17,96,67.88,9,3,102,0,0,Ignored
813,Male,52,105.21,4055.25,1,27,340.59,6,2,86,0,1,Ignored
814,Female,59,170.15,860.29,16,52,171,9,1,6,0,0,Ignored
815,Female,51,61.47,2222.16,3,42,447.32,9,4,143,1,0,Unsubscribed
816,Male,47,96.8,7992.66,12,81,351.89,1,3,79,1,1,Responded
817,Male,30,129.89,2560,19,42,177.64,5,3,75,0,1,Responded
818,Male,30,118.21,9978.79,1,46,248.89,4,4,146,0,0,Ignored
819,Female,35,195.45,6970.48,14,96,124.97,3,1,110,1,1,Responded
82,Female,32,70.04,2398.88,16,53,468.91,0,5,219,0,1,Responded
820,Male,49,142.47,4824.5,9,27,24.75,9,3,216,0,0,Responded
821,Male,49,153.19,5747.32,2,70,41.72,4,5,195,0,1,Responded
822,Female,52,194.05,6147.64,16,78,407.77,1,2,215,0,1,Unsubscribed
823,Female,56,94.6,9692.55,7,10,372.39,9,1,317,0,1,Responded
824,Male,63,83.97,1701.24,7,22,336.32,0,5,147,0,0,Responded
825,Female,46,27.9,2796.72,13,3,457.44,1,3,209,0,0,Responded
826,Female,46,53.16,7124.95,19,33,133.67,0,1,120,1,0,Ignored
827,Male,61,62.69,2474.59,19,69,18.85,0,4,49,1,0,Ignored
828,Female,33,53.03,8725.84,18,41,458.2,5,1,323,0,1,Ignored
829,Male,61,155.86,3530.69,6,7,493.42,9,3,329,1,0,Ignored
83,Male,54,162.79,3598.89,1,54,396.71,7,3,87,1,0,Unsubscribed
830,Female,64,116.46,1890.31,15,66,91.9,4,2,214,1,1,Unsubscribed
831,Male,27,140.17,571.45,3,54,334.31,5,5,100,1,1,Ignored
832,Male,47,167.68,5996.39,2,53,59.61,2,4,298,1,1,Ignored
833,Male,42,61.54,8270.29,7,63,37.1,0,1,80,0,0,Unsubscribed
834,Female,56,78.67,2810.55,19,64,187.7,6,2,180,1,1,Unsubscribed
835,Male,37,147.5,9183.64,10,77,59.29,4,2,117,0,0,Unsubscribed
836,Female,22,90.7,7601.57,6,59,64.48,4,5,87,0,1,Responded
837,Male,18,25.27,706.88,18,46,252.05,2,1,346,1,0,Unsubscribed
838,Male,47,98.29,5769.07,5,87,269.64,8,1,328,1,0,Responded
839,Female,20,183.49,5717.67,2,77,202.92,9,5,217,0,1,Unsubscribed
84,Female,38,138.79,2702.62,15,5,444.39,7,2,8,1,1,Unsubscribed
840,Male,62,93.62,2103.49,5,17,335.88,6,2,300,1,1,Ignored
841,Male,31,79.8,3411.99,8,68,493.48,7,1,16,0,0,Unsubscribed
842,Female,47,198.11,4636.96,5,87,422.51,7,4,240,1,0,Unsubscribed
843,Male,21,135.99,575.97,16,25,384.44,6,3,332,0,1,Unsubscribed
844,Male,35,85.88,1582.79,3,6,213.99,6,1,24,0,1,Responded
845,Male,54,38.36,1723.64,13,85,171.63,0,4,171,0,1,Ignored
846,Male,42,161.81,3854.43,6,11,289.94,7,2,90,1,1,Unsubscribed
847,Female,18,147.45,7498.84,4,61,161.04,5,5,97,1,1,Responded
848,Female,63,185.94,8329.91,10,90,93.27,8,4,232,0,1,Ignored
849,Male,32,59.11,1712.21,18,27,435.43,9,4,147,1,0,Unsubscribed
85,Male,31,124.44,3675.02,5,29,89.22,4,5,112,1,0,Unsubscribed
850,Female,26,40.69,7543.87,18,26,69.15,9,1,306,0,1,Unsubscribed
851,Male,32,150.33,6740.03,12,95,492.33,8,5,301,1,1,Responded
852,Female,41,56.61,8917.81,3,26,137.1,0,5,204,1,0,Responded
853,Male,21,51.7,9691.03,12,70,371.25,8,4,44,1,1,Unsubscribed
854,Male,29,77.57,1332.16,12,28,39.94,7,4,291,0,1,Ignored
855,Male,54,167.03,898.67,2,65,403.54,4,2,28,0,1,Responded
856,Male,54,117.12,8017.33,18,34,262.73,0,1,329,0,0,Ignored
857,Male,60,28.25,1705.49,2,3,484.09,0,5,265,1,0,Responded
858,Male,23,103.5,2026.29,2,74,251.24,7,3,336,1,0,Unsubscribed
859,Female,56,143.12,8832.16,8,79,391.06,5,4,78,0,1,Unsubscribed
86,Male,19,159.48,1097.96,19,36,325.33,8,1,227,1,1,Ignored
860,Male,63,116.91,9395.75,1,62,123.93,0,3,55,1,1,Unsubscribed
861,Female,41,123.04,3252.87,13,40,180.63,7,4,302,1,0,Responded
862,Male,28,60.46,8437.46,18,24,396.44,2,5,53,1,0,Ignored
863,Female,30,172.59,8602.68,8,53,437.66,2,1,126,0,1,Ignored
864,Female,51,121.05,6093.37,13,70,62.14,0,3,233,0,1,Responded
865,Female,42,148.38,5704.28,7,35,348.69,6,2,187,1,1,Responded
866,Male,24,196.74,5800.8,3,96,490.41,6,5,212,1,0,Ignored
867,Male,21,97.08,3082.76,10,3,473.96,7,3,121,0,0,Responded
868,Female,25,178.59,6226.78,19,79,188.52,2,4,255,1,0,Responded
869,Male,37,21.31,2511.44,13,28,156.42,1,1,305,1,1,Responded
87,Female,28,189.93,3662.12,18,21,49.15,8,1,303,1,0,Ignored
870,Female,46,26.01,1858.56,19,28,75.91,9,4,348,1,0,Unsubscribed
871,Male,62,126.25,4188.21,8,65,493.85,5,1,22,1,0,Responded
872,Female,63,76.06,7087.23,18,86,386.73,4,4,145,0,1,Unsubscribed
873,Female,27,64.69,6252.13,15,18,316.64,3,3,167,0,0,Unsubscribed
874,Male,60,70.03,9652.33,7,73,265.29,9,2,197,1,1,Unsubscribed
875,Female,51,77.31,6499.91,7,9,405.13,7,4,352,1,0,Responded
876,Male,43,151.21,1499.01,3,46,329.31,5,3,280,1,0,Responded
877,Female,58,122.46,1696.06,18,14,248.93,5,3,174,0,1,Ignored
878,Female,20,162.03,1021.36,14,21,226.41,4,4,228,1,0,Responded
879,Male,23,169.44,1992.62,17,22,195.51,4,2,18,1,0,Responded
88,Male,56,26.6,8889.86,9,7,490.18,4,2,240,0,0,Responded
880,Male,22,171.73,6019.71,9,88,485.23,3,1,109,0,1,Unsubscribed
881,Male,22,94.64,8399.04,10,2,458.25,9,3,290,1,0,Responded
882,Female,64,95.83,8949.29,8,39,173.6,5,3,25,1,1,Responded
883,Male,40,186.73,4060.43,19,57,41.79,5,3,335,1,0,Responded
884,Female,26,139.12,5629.97,2,76,86.21,9,3,229,1,1,Ignored
885,Female,52,34.48,8111.08,12,25,302.13,3,4,158,0,0,Unsubscribed
886,Male,37,117.59,3189.5,4,94,364.83,3,1,107,0,0,Ignored
887,Male,59,84.08,5997.12,3,32,432.95,3,4,309,1,1,Unsubscribed
888,Female,52,197.74,1823.42,1,22,455.76,6,2,286,0,0,Responded
889,Female,35,22.46,4817.75,15,93,468.06,9,1,119,1,0,Ignored
89,Female,55,46.53,3056.04,5,42,352.16,3,1,111,1,0,Responded
890,Male,34,130.19,1813.42,1,77,489.09,2,5,288,0,1,Ignored
891,Male,41,150.25,4678.02,9,93,391.7,6,2,68,1,1,Unsubscribed
892,Male,20,72,4028.51,5,66,369.27,7,4,119,1,0,Responded
893,Male,49,195.26,4389.32,19,96,176.8,4,3,141,0,1,Responded
894,Male,52,174.72,2512.75,6,55,465.16,6,4,228,0,0,Unsubscribed
895,Female,55,184.82,1446.83,8,11,77.34,4,4,149,1,0,Responded
896,Female,30,23.46,2829.09,3,93,276.98,8,4,39,1,1,Responded
897,Female,64,122.58,2471.84,2,49,231.51,0,2,306,0,0,Responded
898,Female,42,73.04,7369.53,14,22,446.24,8,5,301,1,0,Ignored
899,Male,26,172.83,7198.05,11,76,324.79,8,3,285,1,0,Responded
9,Male,63,24.46,4935.49,1,21,173.8,9,4,126,1,1,Responded
90,Female,51,156.13,3782.15,11,32,61.07,3,2,269,0,1,Unsubscribed
900,Male,21,133.91,5886.38,18,5,198.7,2,3,137,0,1,Ignored
901,Male,31,117,1004.2,7,79,55.98,6,4,211,0,1,Responded
902,Female,54,40.63,5705.99,1,54,151.46,3,4,139,0,0,Ignored
903,Female,51,117.24,884.45,8,56,258.95,6,4,82,1,1,Unsubscribed
904,Male,28,133.74,279.91,6,43,203.65,2,4,234,0,0,Ignored
905,Male,58,192.06,3590.7,11,96,475.03,4,2,345,1,1,Unsubscribed
906,Female,20,125.31,2481.39,10,44,302.68,2,2,58,0,0,Responded
907,Female,45,194.13,5987.01,2,73,356.43,5,1,55,1,1,Responded
908,Male,46,193.09,9293.56,1,23,301.86,0,1,141,1,1,Responded
909,Male,26,137.04,7226.54,4,40,208.5,5,2,206,1,0,Ignored
91,Female,55,35.08,9450.29,2,90,398.57,1,4,276,0,1,Responded
910,Female,20,111.06,7696.87,9,41,40.06,4,4,3,1,0,Unsubscribed
911,Male,42,103.88,9513.84,13,35,25.18,8,3,92,0,0,Ignored
912,Male,51,180.27,6377.5,4,36,330.33,5,2,29,1,0,Responded
913,Male,29,25.09,5819.54,3,53,350.47,9,2,277,0,0,Unsubscribed
914,Female,59,40.49,6058.49,18,96,98.15,1,1,193,1,0,Responded
915,Female,26,38.37,8671.47,2,60,320.45,7,5,41,1,1,Unsubscribed
916,Female,32,156.25,3942.18,9,37,15.3,0,3,233,0,0,Responded
917,Female,57,81.14,7973.83,7,50,227.84,6,3,235,1,0,Ignored
918,Female,42,134.83,6557.34,2,19,146.76,2,5,22,1,1,Responded
919,Female,22,128.68,3115.26,12,54,442.59,2,1,24,1,0,Responded
92,Female,51,112.9,7310.95,2,81,236.53,9,1,340,0,1,Unsubscribed
920,Female,28,89.45,235.52,17,14,160.98,6,3,82,0,0,Unsubscribed
921,Male,51,115.68,2178.21,14,55,201.49,0,1,158,0,1,Unsubscribed
922,Male,41,136.12,7029.89,14,64,88.4,2,1,227,0,0,Responded
923,Male,32,189.37,5838.93,15,58,74.03,5,4,156,0,1,Responded
924,Male,55,123.61,2818.49,17,48,177.47,9,5,167,0,0,Responded
925,Male,25,130.59,4399.59,4,12,377.38,1,5,247,1,1,Responded
926,Male,22,32.21,6645.37,14,86,43.31,8,4,10,0,1,Responded
927,Male,43,191.4,1358.15,7,65,39.16,0,1,315,1,0,Responded
928,Female,35,115.05,4379.57,19,42,407.43,6,1,254,1,0,Ignored
929,Female,23,164.23,4224.58,2,18,266.86,9,3,291,0,0,Unsubscribed
93,Female,35,59.57,5215.71,15,69,48.96,6,3,23,1,1,Responded
930,Male,54,29.05,5471.75,9,18,431.29,6,5,251,0,1,Unsubscribed
931,Male,30,95.76,5266.95,15,34,310.61,5,3,56,1,0,Responded
932,Female,45,66.26,3740.49,19,41,48.44,3,3,176,0,1,Unsubscribed
933,Male,22,68.06,7651.06,10,36,95.19,3,5,218,1,1,Responded
934,Male,30,162.46,765.57,8,35,226.62,6,3,150,0,0,Unsubscribed
935,Female,34,132.3,451.83,13,92,102.35,1,5,32,1,0,Ignored
936,Male,57,99.15,4260.57,10,33,434.17,4,1,12,0,0,Unsubscribed
937,Female,62,21.91,8977.27,17,25,490.55,6,1,142,0,0,Unsubscribed
938,Male,49,193.69,2847.94,2,10,313.28,2,2,181,1,0,Responded
939,Female,46,193.16,1805.86,18,92,327.92,6,3,16,0,1,Unsubscribed
94,Female,47,69.37,7794.21,19,14,404.14,2,1,335,0,1,Unsubscribed
940,Female,20,59.16,9289.26,2,46,445.68,2,3,21,1,1,Ignored
941,Female,57,27.44,1765.41,19,27,342.15,2,5,361,1,0,Unsubscribed
942,Male,51,115.44,3810.92,16,14,198.88,3,3,145,1,0,Unsubscribed
943,Female,57,191.25,7317.25,15,37,127.52,2,2,39,0,0,Unsubscribed
944,Male,44,183.87,2683.15,8,43,210.58,1,4,47,1,1,Ignored
945,Male,30,125.24,2375.51,7,25,483.74,0,4,84,0,1,Ignored
946,Male,62,74.64,4036.91,18,49,49.33,7,1,70,1,0,Ignored
947,Male,50,79.39,7894.91,9,52,60.44,1,2,275,1,1,Ignored
948,Female,23,181.62,9118.74,16,93,334.59,4,1,91,0,1,Responded
949,Female,41,108.52,409.8,2,32,305.97,7,5,232,0,1,Responded
95,Female,32,146.33,1319.48,4,34,27.27,4,3,325,1,0,Responded
950,Male,36,43.6,1734.57,8,33,371.28,1,4,97,1,0,Responded
951,Male,33,64.72,9590.15,9,45,451.45,1,5,44,1,1,Responded
952,Female,57,69.82,5968.63,9,91,262.13,1,2,169,1,1,Unsubscribed
953,Male,45,42.24,5558.96,1,9,181.65,7,1,58,1,1,Responded
954,Female,50,103.35,8154.08,10,18,264.97,4,1,75,0,1,Unsubscribed
955,Male,58,184.89,493.85,3,23,95.44,6,3,224,1,0,Unsubscribed
956,Male,30,140.38,236.98,1,30,451.17,5,2,327,0,1,Responded
957,Female,60,33.05,9678.19,11,1,344.33,8,2,295,0,0,Ignored
958,Male,62,20.99,8302.85,9,7,436.63,5,1,154,1,0,Responded
959,Female,42,69.72,7499.08,14,80,158.18,5,5,124,1,0,Ignored
96,Female,44,25.43,4698.45,17,18,399.71,6,2,207,1,0,Ignored
960,Male,59,85.28,1641.44,4,22,447.94,8,3,74,0,0,Unsubscribed
961,Male,53,159.81,4818.38,6,83,84.44,8,1,317,1,1,Unsubscribed
962,Male,44,194.06,9379.21,13,68,191.4,5,4,101,1,1,Unsubscribed
963,Female,55,89.76,9342.64,1,24,45.07,1,3,72,0,1,Responded
964,Male,24,143.6,191.55,4,59,309.44,2,3,148,1,0,Responded
965,Male,22,199.08,7549.66,12,12,128.77,0,1,262,1,0,Ignored
966,Male,60,154.22,161.75,1,55,124.79,8,4,263,1,1,Ignored
967,Male,62,134.51,9844.59,9,65,496.82,7,3,156,0,1,Ignored
968,Female,48,34.05,4227.98,15,25,127.59,8,5,241,1,0,Responded
969,Female,40,78.18,9737.84,4,69,261.12,6,1,340,1,1,Unsubscribed
97,Female,51,177.2,1270.54,6,66,291.37,9,3,223,0,0,Responded
970,Male,59,184.41,3740.69,1,42,312.11,5,5,168,0,0,Ignored
971,Female,27,56.18,3002.55,10,35,484.7,9,5,249,1,1,Ignored
972,Male,49,171.85,3231.29,7,67,472.46,4,1,333,0,0,Unsubscribed
973,Male,60,145.34,7333.72,4,9,211.51,9,5,224,1,1,Ignored
974,Male,47,85.94,2076.76,4,36,64.81,6,2,242,0,1,Unsubscribed
975,Female,56,115.25,8654.17,16,5,105.09,2,4,92,1,0,Responded
976,Female,48,117.71,5946.67,1,68,15.01,1,4,123,1,1,Unsubscribed
977,Female,35,148.53,9702.12,7,37,10.46,2,5,63,0,0,Unsubscribed
978,Female,53,112.98,9872.14,13,67,390.77,8,4,50,1,1,Unsubscribed
979,Female,19,43.95,1933.3,19,13,184.86,8,3,308,1,0,Unsubscribed
98,Female,55,100.01,2412.82,4,90,11.33,9,1,278,0,1,Responded
980,Female,31,159.22,9562.24,6,64,327.74,4,3,78,1,0,Unsubscribed
981,Female,30,93.13,560.73,2,90,286,6,4,270,1,1,Ignored
982,Female,46,193.36,375.85,18,25,440.83,9,2,65,0,1,Unsubscribed
983,Female,29,71.03,9444.26,16,34,291.91,9,2,333,1,0,Responded
984,Male,56,67.35,9627.73,9,48,63.97,2,1,148,0,0,Unsubscribed
985,Female,19,80.03,1557.75,10,49,440.93,4,1,184,0,1,Unsubscribed
986,Female,49,123.02,4479.92,14,45,364.16,4,3,76,1,1,Unsubscribed
987,Female,30,181.08,4991.52,17,57,160.7,5,4,317,1,0,Unsubscribed
988,Female,63,51.73,8616.78,10,10,380.14,5,5,202,0,1,Ignored
989,Female,44,70.34,6316.38,5,48,202.66,5,1,92,1,1,Responded
99,Female,50,110.43,1504.49,16,48,228.21,9,5,209,1,0,Ignored
990,Female,58,124.7,7768.21,8,5,431.91,7,4,56,0,1,Unsubscribed
991,Female,34,101.78,4902.46,6,76,252.84,3,2,356,1,1,Ignored
992,Female,57,100.52,6519.3,8,27,306.82,9,4,315,0,0,Responded
993,Female,48,167.73,7380.55,4,10,46.12,1,2,173,1,1,Ignored
994,Female,51,186.3,7405.02,2,90,418.46,0,1,124,0,1,Responded
995,Female,41,106.64,117.2,10,74,250.92,7,3,16,1,1,Ignored
996,Male,62,143.72,1089.09,2,29,77.75,0,2,88,0,1,Ignored
997,Male,52,164.19,3700.24,9,90,34.45,6,4,352,1,0,Responded
998,Female,23,113.31,705.85,17,69,187.37,7,1,172,0,1,Unsubscribed
999,Female,36,72.98,3891.6,7,31,483.8,1,5,55,1,0,Responded
