Transaction ID,Date,id,Gender_x,Age_x,Product Category,Quantity,Price per Unit,Total Amount,Age_y,Gender_y,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Target_Churn,_merge
367,1/5/2023,367,Female,57,Electronics,1,50,50,25,Male,55.55,780.9,6,14,109.62,0,0,2,150,FALSE,Ignored,FALSE,both
368,8/23/2023,368,Female,56,Clothing,4,300,1200,41,Other,115.1,206.7,19,26,395.98,2,4,1,82,FALSE,Ignored,FALSE,both
369,11/15/2023,369,Male,23,Electronics,3,500,1500,31,Female,140.9,9970.76,2,81,395.51,3,3,1,15,FALSE,Ignored,FALSE,both
370,10/16/2023,370,Male,23,Electronics,2,30,60,35,Male,104.66,2283.01,4,51,483.09,0,0,5,353,TRUE,Ignored,FALSE,both
371,2/21/2023,371,Female,20,Beauty,1,25,25,18,Male,192.75,3194.37,14,12,498.82,8,3,1,236,FALSE,Unsubscribed,TRUE,both
372,2/7/2023,372,Female,24,Beauty,3,500,1500,29,Female,63.25,2163.3,3,47,254.2,2,4,2,25,TRUE,Responded,TRUE,both
373,10/3/2023,373,Female,25,Beauty,2,300,600,46,Female,157.37,9288.21,16,3,480.58,8,3,1,353,TRUE,Responded,FALSE,both
374,4/20/2023,374,Female,59,Beauty,3,25,75,54,Female,176.63,6554.93,12,34,409.83,8,4,2,256,TRUE,Responded,TRUE,both
375,9/17/2023,375,Male,32,Clothing,1,50,50,43,Female,121.17,5093.42,2,93,380.62,5,2,4,255,TRUE,Unsubscribed,FALSE,both
376,5/16/2023,376,Female,64,Beauty,1,30,30,50,Other,102.12,5620.74,10,91,189.32,9,3,5,261,TRUE,Responded,FALSE,both
377,3/9/2023,377,Female,46,Clothing,4,50,200,60,Male,127.31,3246.94,10,42,426.69,2,2,1,257,FALSE,Ignored,FALSE,both
378,6/28/2023,378,Male,50,Beauty,1,300,300,32,Male,97.19,6180.33,12,2,460.36,6,3,4,81,TRUE,Unsubscribed,TRUE,both
379,2/5/2023,379,Female,47,Clothing,1,25,25,40,Female,119.93,4254.04,17,27,369.66,0,2,4,291,FALSE,Unsubscribed,FALSE,both
380,5/6/2023,380,Male,56,Electronics,2,300,600,46,Other,95.05,2072.36,10,73,326.78,4,2,2,338,TRUE,Ignored,TRUE,both
381,7/9/2023,381,Female,44,Clothing,4,25,100,38,Other,92.08,6600.39,1,84,323.8,6,2,4,100,FALSE,Unsubscribed,TRUE,both
382,5/26/2023,382,Female,53,Clothing,2,500,1000,36,Female,145.16,3801.02,5,28,86.28,5,1,4,122,TRUE,Ignored,TRUE,both
383,3/22/2023,383,Female,46,Beauty,3,30,90,22,Female,36.71,7872.16,12,23,117.76,7,0,1,73,FALSE,Ignored,FALSE,both
384,8/13/2023,384,Male,55,Clothing,1,500,500,40,Female,49.98,4212.41,4,90,122.18,6,0,3,94,FALSE,Unsubscribed,FALSE,both
385,10/6/2023,385,Male,50,Electronics,3,500,1500,53,Female,173.22,5131.89,13,89,89.71,8,2,1,28,FALSE,Unsubscribed,TRUE,both
386,12/27/2023,386,Female,54,Electronics,2,300,600,37,Other,158.79,7895.92,3,85,244.22,1,1,3,74,FALSE,Ignored,TRUE,both
387,6/4/2023,387,Male,44,Beauty,1,30,30,25,Male,70.66,4533.99,1,37,42.79,0,1,4,182,TRUE,Responded,TRUE,both
388,11/10/2023,388,Male,50,Electronics,1,25,25,26,Other,87.91,9665.59,5,25,150.84,9,4,3,166,TRUE,Ignored,TRUE,both
389,12/1/2023,389,Male,21,Clothing,2,25,50,31,Male,186.68,7950.98,11,31,405.64,8,1,4,182,FALSE,Ignored,TRUE,both
390,9/28/2023,390,Male,39,Electronics,2,50,100,23,Male,167.25,8281.66,4,13,463.17,4,2,1,53,FALSE,Ignored,TRUE,both
391,1/5/2023,391,Male,19,Beauty,2,25,50,18,Male,130.58,9543.81,12,53,434.05,4,4,2,150,FALSE,Unsubscribed,FALSE,both
392,12/8/2023,392,Male,27,Clothing,2,300,600,26,Other,59.87,3949.62,10,57,165.41,5,0,3,150,TRUE,Responded,FALSE,both
393,10/11/2023,393,Female,22,Beauty,2,500,1000,33,Female,27.97,5842.79,6,93,269.36,4,0,5,173,FALSE,Unsubscribed,FALSE,both
394,6/3/2023,394,Female,27,Clothing,1,500,500,33,Female,97.63,6966.56,2,69,467.5,1,3,2,300,TRUE,Responded,TRUE,both
395,12/6/2023,395,Male,50,Electronics,2,500,1000,29,Other,141.07,6767.24,4,66,287.67,3,2,3,164,TRUE,Responded,TRUE,both
396,2/23/2023,396,Female,55,Beauty,1,30,30,22,Other,169.13,9534.07,11,70,135.06,5,3,4,361,TRUE,Unsubscribed,TRUE,both
397,3/10/2023,397,Female,30,Beauty,1,25,25,57,Male,173.48,2954.65,17,45,345.45,3,0,4,29,FALSE,Responded,TRUE,both
398,5/16/2023,398,Female,48,Clothing,2,300,600,46,Other,25.9,2984.48,2,86,320.2,7,1,4,89,FALSE,Unsubscribed,TRUE,both
399,3/1/2023,399,Female,64,Beauty,2,30,60,63,Male,63.95,9188.24,4,25,50.02,8,4,4,133,TRUE,Responded,TRUE,both
400,2/24/2023,400,Male,53,Clothing,4,50,200,44,Other,81.04,8013.13,14,9,387.38,9,3,4,66,TRUE,Ignored,FALSE,both
401,10/11/2023,401,Female,62,Clothing,1,300,300,28,Female,53.97,2113.23,5,31,54.19,1,2,1,282,TRUE,Unsubscribed,TRUE,both
402,3/21/2023,402,Female,41,Clothing,2,300,600,64,Female,164.54,5743.46,9,33,317.99,1,0,3,25,FALSE,Ignored,TRUE,both
403,5/20/2023,403,Male,32,Clothing,2,300,600,67,Female,158.14,7483.06,6,86,348.35,2,0,2,165,TRUE,Ignored,TRUE,both
404,5/25/2023,404,Male,46,Electronics,2,500,1000,45,Other,113.03,3595.06,11,68,300.67,2,4,3,339,FALSE,Unsubscribed,FALSE,both
405,11/6/2023,405,Female,25,Clothing,4,300,1200,69,Male,196.93,4400.38,1,58,192.9,7,0,3,299,TRUE,Unsubscribed,FALSE,both
406,4/18/2023,406,Female,22,Beauty,4,25,100,53,Female,45.93,5796.43,4,85,306.82,9,3,1,16,FALSE,Unsubscribed,TRUE,both
407,6/25/2023,407,Female,46,Electronics,3,300,900,59,Male,181.94,4724.37,9,82,280.77,5,0,1,41,FALSE,Unsubscribed,FALSE,both
408,4/15/2023,408,Female,64,Beauty,1,500,500,36,Female,40.96,7555.12,14,18,301.65,6,0,4,360,TRUE,Unsubscribed,TRUE,both
409,12/18/2023,409,Female,21,Electronics,3,300,900,52,Male,49.37,158.79,1,76,406.78,0,4,4,1,TRUE,Unsubscribed,FALSE,both
410,11/21/2023,410,Female,29,Clothing,2,50,100,69,Other,145.32,4402.86,11,19,414.73,8,1,3,141,FALSE,Responded,FALSE,both
411,5/16/2023,411,Male,62,Electronics,4,50,200,48,Other,39.72,3442.06,6,36,380.8,9,2,1,258,FALSE,Unsubscribed,FALSE,both
412,9/16/2023,412,Female,19,Electronics,4,500,2000,61,Male,121.85,6130.72,9,59,246.33,5,2,2,49,TRUE,Unsubscribed,FALSE,both
413,9/8/2023,413,Female,44,Beauty,3,25,75,36,Other,95.64,7781.99,14,86,183.99,4,3,3,189,TRUE,Responded,TRUE,both
414,5/9/2023,414,Male,48,Beauty,4,25,100,63,Male,151.13,853.84,3,44,440.36,5,2,1,204,TRUE,Ignored,TRUE,both
415,1/27/2023,415,Male,53,Clothing,2,30,60,41,Other,182.12,1664.79,1,64,439.61,2,4,3,126,TRUE,Unsubscribed,TRUE,both
416,2/17/2023,416,Male,53,Electronics,4,500,2000,19,Other,158.58,6684.31,13,99,408.68,6,4,1,76,FALSE,Ignored,TRUE,both
417,11/21/2023,417,Male,43,Electronics,3,300,900,24,Male,172.94,7410.18,8,98,443.33,5,0,3,236,TRUE,Responded,FALSE,both
418,8/5/2023,418,Female,60,Electronics,2,500,1000,60,Female,25.93,5923.2,17,74,203.68,6,0,2,195,TRUE,Ignored,TRUE,both
419,5/22/2023,419,Female,44,Clothing,3,30,90,66,Female,75.84,9829.75,16,28,271.88,6,3,1,213,FALSE,Ignored,FALSE,both
420,1/23/2023,420,Female,22,Clothing,4,500,2000,48,Female,112.78,5044.67,18,88,289.25,1,1,5,154,TRUE,Unsubscribed,FALSE,both
421,1/2/2023,421,Female,37,Clothing,3,500,1500,34,Male,94.87,1449.29,1,64,361.78,2,0,4,293,FALSE,Ignored,FALSE,both
422,6/20/2023,422,Female,28,Clothing,3,30,90,44,Female,61.63,6894.28,1,52,393.26,3,4,1,257,TRUE,Responded,TRUE,both
423,3/8/2023,423,Female,27,Clothing,1,25,25,53,Other,75.42,6060.55,12,60,285.47,2,0,3,227,FALSE,Ignored,FALSE,both
424,11/23/2023,424,Male,57,Beauty,4,300,1200,67,Female,190.18,5945.17,11,37,452.34,5,3,4,337,FALSE,Unsubscribed,TRUE,both
425,5/15/2023,425,Female,55,Electronics,4,30,120,60,Other,72.95,5503.95,7,49,120.08,9,3,3,345,TRUE,Unsubscribed,TRUE,both
426,3/24/2023,426,Male,23,Electronics,3,50,150,27,Female,83.7,9397.05,19,98,210.25,2,0,1,185,FALSE,Ignored,TRUE,both
427,8/15/2023,427,Male,25,Electronics,1,25,25,62,Female,20.67,1378.65,2,12,38.07,9,1,3,24,TRUE,Responded,TRUE,both
428,10/10/2023,428,Female,40,Electronics,4,50,200,31,Male,172.11,824.65,6,73,491.14,2,2,1,342,TRUE,Unsubscribed,FALSE,both
429,12/28/2023,429,Male,64,Electronics,2,25,50,24,Other,47.87,1625.76,18,94,402.65,3,4,1,174,FALSE,Responded,FALSE,both
430,8/7/2023,430,Female,43,Electronics,3,300,900,56,Other,56.75,2525.4,11,34,70.53,0,1,4,145,TRUE,Unsubscribed,TRUE,both
431,10/15/2023,431,Male,63,Electronics,4,300,1200,57,Other,65.95,5970.17,13,48,173.63,0,3,1,60,TRUE,Ignored,FALSE,both
432,1/5/2023,432,Female,60,Electronics,2,500,1000,26,Female,179.23,6163.01,10,15,271.82,9,4,2,70,TRUE,Responded,TRUE,both
433,2/27/2023,433,Male,29,Beauty,4,50,200,31,Female,57.16,2402.76,18,95,155.33,5,4,5,13,TRUE,Unsubscribed,TRUE,both
434,2/8/2023,434,Female,43,Electronics,2,25,50,25,Male,163.55,4943.33,4,32,67.77,7,2,2,259,TRUE,Responded,FALSE,both
435,12/20/2023,435,Female,30,Beauty,3,300,900,34,Male,165.45,4872.41,9,88,303.37,3,3,1,172,TRUE,Responded,FALSE,both
436,3/18/2023,436,Female,57,Clothing,4,30,120,40,Male,186.86,4585.8,3,64,119.58,9,2,5,50,TRUE,Responded,FALSE,both
437,10/7/2023,437,Female,35,Electronics,4,300,1200,33,Female,40.8,8055.1,11,44,320.13,9,2,3,99,TRUE,Ignored,TRUE,both
438,1/19/2023,438,Female,42,Clothing,1,30,30,43,Male,59.11,4769.76,7,22,348.52,0,1,3,64,FALSE,Ignored,TRUE,both
439,7/9/2023,439,Male,50,Clothing,3,25,75,26,Other,153.72,7607.82,1,3,408.91,5,3,2,249,FALSE,Ignored,TRUE,both
440,10/26/2023,440,Male,64,Clothing,2,300,600,53,Male,55.28,1748.16,5,27,228.83,4,3,4,163,TRUE,Responded,FALSE,both
441,10/10/2023,441,Male,57,Beauty,4,300,1200,24,Female,71.54,5366.48,5,10,352.17,1,1,5,288,TRUE,Ignored,TRUE,both
442,3/17/2023,442,Female,60,Clothing,4,25,100,35,Male,50.01,8258.64,13,2,27.22,0,3,5,56,TRUE,Unsubscribed,FALSE,both
443,8/9/2023,443,Male,29,Clothing,2,300,600,25,Other,51.09,1859.39,1,57,319.16,0,1,4,84,FALSE,Ignored,TRUE,both
444,3/7/2023,444,Female,61,Clothing,3,30,90,38,Other,106.68,4702.73,4,68,222.93,0,3,3,295,FALSE,Responded,TRUE,both
445,1/22/2023,445,Female,53,Electronics,1,300,300,43,Other,39.74,6129.89,8,82,406.44,4,0,1,187,TRUE,Unsubscribed,FALSE,both
446,6/7/2023,446,Male,21,Electronics,1,50,50,20,Female,77.91,1929.27,18,2,494.07,9,3,3,313,FALSE,Unsubscribed,TRUE,both
447,7/6/2023,447,Male,22,Beauty,4,500,2000,34,Other,96.79,7591.98,12,31,153.29,4,0,1,64,FALSE,Unsubscribed,TRUE,both
448,1/21/2023,448,Female,54,Beauty,2,30,60,68,Male,24.42,882.06,3,35,448.28,0,2,3,88,TRUE,Responded,TRUE,both
449,7/3/2023,449,Male,25,Electronics,4,50,200,63,Male,89.9,9469.51,13,98,61.94,8,2,5,74,TRUE,Responded,TRUE,both
450,4/18/2023,450,Female,59,Beauty,2,25,50,41,Other,36.94,4735.39,17,48,231.67,7,2,5,63,FALSE,Responded,TRUE,both
451,12/16/2023,451,Female,45,Electronics,1,30,30,42,Female,108.84,3427.62,3,49,350.69,1,4,1,151,FALSE,Ignored,FALSE,both
452,5/8/2023,452,Female,48,Clothing,3,500,1500,22,Other,168.63,1256.39,13,11,432.93,8,2,3,339,FALSE,Responded,FALSE,both
453,12/8/2023,453,Female,26,Clothing,2,500,1000,54,Male,167.32,4382.71,10,7,118.39,9,0,1,304,FALSE,Unsubscribed,TRUE,both
454,2/22/2023,454,Female,46,Beauty,1,25,25,62,Male,34.48,6632.06,4,6,251.39,6,1,1,306,TRUE,Responded,TRUE,both
455,7/1/2023,455,Male,31,Electronics,4,25,100,67,Other,128.22,1035.42,1,43,488.2,4,1,3,315,TRUE,Unsubscribed,FALSE,both
456,10/14/2023,456,Male,57,Electronics,2,30,60,41,Female,170.23,3132.06,14,71,371.26,8,4,1,354,FALSE,Responded,FALSE,both
457,7/28/2023,457,Female,58,Beauty,3,300,900,48,Male,62.84,8376.57,6,39,203.06,9,3,1,120,FALSE,Unsubscribed,FALSE,both
458,11/14/2023,458,Female,39,Electronics,4,25,100,43,Female,157.15,6497.19,19,6,253.8,6,2,3,239,TRUE,Unsubscribed,TRUE,both
459,3/21/2023,459,Male,28,Clothing,4,300,1200,38,Other,180.34,2143.09,4,61,460.63,4,3,2,338,FALSE,Unsubscribed,TRUE,both
460,5/2/2023,460,Male,40,Beauty,1,50,50,51,Male,165.1,1693.01,11,31,248.53,7,1,2,349,FALSE,Unsubscribed,FALSE,both
461,3/25/2023,461,Female,18,Beauty,2,500,1000,55,Male,39.31,9054.4,13,60,38.46,0,0,4,62,FALSE,Ignored,TRUE,both
462,4/1/2023,462,Male,63,Electronics,4,300,1200,41,Male,21.63,2941.5,10,9,110.3,4,4,2,206,TRUE,Ignored,FALSE,both
463,7/31/2023,463,Female,54,Beauty,3,500,1500,45,Male,54.51,1877.05,17,64,11.84,3,4,3,154,FALSE,Ignored,FALSE,both
464,1/13/2023,464,Male,38,Electronics,2,300,600,47,Male,68.69,9999.64,7,82,245.31,4,4,1,35,FALSE,Responded,FALSE,both
465,4/2/2023,465,Female,43,Electronics,3,50,150,51,Male,130.91,3161,13,87,486.97,9,2,3,14,FALSE,Unsubscribed,FALSE,both
466,6/20/2023,466,Male,63,Electronics,4,25,100,69,Other,89.17,1334.93,16,4,403.21,9,4,5,219,FALSE,Responded,TRUE,both
467,7/30/2023,467,Female,53,Electronics,3,50,150,69,Male,146.61,4671.4,7,16,30.23,6,0,3,34,TRUE,Unsubscribed,TRUE,both
468,12/9/2023,468,Male,40,Electronics,1,25,25,40,Male,83.55,4400.02,18,95,466.12,1,0,2,338,TRUE,Unsubscribed,FALSE,both
469,5/8/2023,469,Male,18,Beauty,3,25,75,25,Other,47.8,9275.34,7,7,64.55,3,4,4,185,TRUE,Ignored,TRUE,both
470,5/17/2023,470,Female,57,Clothing,2,500,1000,59,Male,76.28,1428.63,6,94,21.27,2,1,1,242,FALSE,Ignored,TRUE,both
471,3/23/2023,471,Male,32,Clothing,3,50,150,67,Male,179.18,1002.25,13,23,113.68,8,1,1,182,FALSE,Responded,FALSE,both
472,12/26/2023,472,Female,38,Beauty,3,300,900,27,Other,192.54,1020.49,3,11,255.08,5,4,2,241,TRUE,Responded,FALSE,both
473,2/25/2023,473,Male,64,Beauty,1,50,50,18,Male,57.35,9052.45,1,29,48.1,0,2,4,53,FALSE,Ignored,TRUE,both
474,7/15/2023,474,Female,26,Clothing,3,500,1500,37,Male,161.92,4548.75,18,8,392.86,6,1,5,363,FALSE,Unsubscribed,TRUE,both
475,1/20/2023,475,Male,26,Clothing,3,25,75,54,Other,69.2,1591,11,92,18.57,7,4,4,101,TRUE,Unsubscribed,TRUE,both
476,8/29/2023,476,Female,27,Clothing,4,500,2000,35,Male,179.68,5978.92,1,84,116.9,8,0,4,327,TRUE,Responded,TRUE,both
477,4/24/2023,477,Male,43,Clothing,4,30,120,38,Other,49.8,5422.47,5,3,303.22,2,3,2,209,FALSE,Responded,TRUE,both
478,4/13/2023,478,Female,58,Clothing,2,30,60,66,Male,139.87,2064.23,9,72,211.18,8,1,4,158,TRUE,Responded,FALSE,both
479,8/24/2023,479,Male,52,Electronics,4,300,1200,21,Male,35.16,6070.08,19,77,235.6,6,2,1,143,TRUE,Ignored,FALSE,both
480,6/29/2023,480,Female,42,Beauty,4,500,2000,60,Other,195.3,3468.29,14,52,338.29,4,3,4,292,TRUE,Responded,TRUE,both
481,6/6/2023,481,Female,43,Electronics,4,300,1200,19,Female,146.11,2459.87,8,20,186.22,8,3,2,226,FALSE,Unsubscribed,TRUE,both
482,4/27/2023,482,Female,28,Clothing,4,300,1200,38,Other,171.53,5152.97,9,95,127.92,5,2,4,10,TRUE,Unsubscribed,TRUE,both
483,4/25/2023,483,Male,55,Clothing,1,30,30,54,Female,122,2987.33,17,31,459.93,9,2,4,94,FALSE,Ignored,TRUE,both
484,1/13/2023,484,Female,19,Clothing,4,300,1200,22,Female,105.82,2299.19,11,28,179.14,4,4,1,323,FALSE,Unsubscribed,TRUE,both
485,12/4/2023,485,Male,24,Electronics,1,30,30,34,Male,131.94,8809.25,16,16,244.23,7,0,1,79,TRUE,Unsubscribed,FALSE,both
486,4/9/2023,486,Female,35,Electronics,1,25,25,66,Other,115.17,1642.05,17,48,411.78,0,2,2,136,FALSE,Unsubscribed,FALSE,both
487,7/24/2023,487,Male,44,Clothing,4,500,2000,65,Female,104.49,2877.84,2,24,320.07,4,2,3,258,FALSE,Responded,FALSE,both
488,6/18/2023,488,Female,51,Electronics,3,300,900,28,Female,156.7,3922.77,3,59,314.01,8,3,1,235,TRUE,Unsubscribed,FALSE,both
489,5/23/2023,489,Male,44,Electronics,1,30,30,63,Female,52.08,2809.02,17,95,323.02,1,1,2,238,TRUE,Unsubscribed,FALSE,both
490,2/5/2023,490,Male,34,Clothing,3,50,150,58,Female,50.81,2186.04,12,84,407.08,1,1,4,203,TRUE,Unsubscribed,FALSE,both
491,5/23/2023,491,Female,60,Electronics,3,300,900,48,Other,97.73,7734.35,16,9,267.67,7,2,1,143,TRUE,Ignored,FALSE,both
492,6/29/2023,492,Male,61,Beauty,4,25,100,45,Male,77.73,3357.26,16,14,47.17,9,0,5,341,FALSE,Unsubscribed,TRUE,both
493,11/25/2023,493,Male,41,Beauty,2,25,50,61,Male,33.34,1213.88,6,39,336.1,8,2,2,93,TRUE,Responded,FALSE,both
494,9/18/2023,494,Female,42,Beauty,4,50,200,49,Female,172,5454.86,3,39,90.85,7,0,5,177,FALSE,Unsubscribed,TRUE,both
495,7/24/2023,495,Male,24,Beauty,2,30,60,38,Male,158.89,1342.34,13,3,416.07,5,3,1,230,FALSE,Unsubscribed,TRUE,both
496,12/14/2023,496,Male,23,Clothing,2,300,600,24,Female,117.91,3639.44,13,43,86.71,5,4,5,363,TRUE,Responded,TRUE,both
497,10/2/2023,497,Male,41,Clothing,4,30,120,27,Male,196.28,8830.08,15,52,478.66,9,3,3,327,TRUE,Ignored,FALSE,both
498,6/19/2023,498,Female,50,Clothing,4,25,100,45,Male,33.07,3754.7,2,69,358.07,4,4,1,237,FALSE,Unsubscribed,TRUE,both
499,1/15/2023,499,Male,46,Beauty,2,30,60,65,Other,158,6361.84,12,39,139.06,8,3,4,117,FALSE,Ignored,FALSE,both
500,3/1/2023,500,Female,60,Beauty,4,25,100,53,Female,67.95,5194.79,15,70,111.66,1,2,2,112,TRUE,Unsubscribed,FALSE,both
501,5/14/2023,501,Male,39,Electronics,2,30,60,37,Other,86.35,1463.48,15,60,440.35,7,2,5,332,FALSE,Unsubscribed,TRUE,both
502,4/2/2023,502,Male,43,Electronics,3,50,150,30,Male,59.47,6525.79,12,64,122.99,1,0,3,279,TRUE,Ignored,TRUE,both
503,10/25/2023,503,Male,45,Beauty,4,500,2000,36,Female,162.03,8574.75,7,54,211.81,9,2,5,23,FALSE,Responded,FALSE,both
504,5/16/2023,504,Female,38,Beauty,3,50,150,67,Female,45.96,1022.8,3,63,235.56,5,1,1,23,FALSE,Ignored,TRUE,both
505,1/20/2023,505,Male,24,Beauty,1,50,50,28,Female,171.2,7561.43,10,34,70.94,1,2,5,114,FALSE,Unsubscribed,FALSE,both
506,2/25/2023,506,Male,34,Beauty,3,500,1500,52,Female,139.08,6933.09,11,89,370.38,3,1,2,355,FALSE,Ignored,FALSE,both
507,11/2/2023,507,Female,37,Electronics,3,500,1500,51,Female,30.62,8679.94,18,93,62.76,0,3,5,144,FALSE,Unsubscribed,FALSE,both
508,8/11/2023,508,Male,58,Beauty,2,300,600,61,Female,165.98,1130.51,7,86,428.63,2,3,5,254,FALSE,Unsubscribed,FALSE,both
509,6/26/2023,509,Female,37,Electronics,3,300,900,21,Male,133,3126.38,7,45,270.56,7,4,4,157,TRUE,Ignored,TRUE,both
510,6/10/2023,510,Female,39,Beauty,4,50,200,30,Female,182.9,6973.49,12,15,312.18,9,4,3,153,TRUE,Unsubscribed,TRUE,both
511,8/12/2023,511,Male,45,Beauty,2,50,100,54,Male,154.77,317.98,17,69,416.14,4,2,5,311,FALSE,Ignored,TRUE,both
512,11/7/2023,512,Female,57,Beauty,1,25,25,19,Other,121,7367.35,14,82,174.76,9,2,4,332,TRUE,Responded,TRUE,both
513,9/19/2023,513,Male,24,Electronics,4,25,100,67,Male,170.58,8593.99,15,80,482.92,1,4,5,298,TRUE,Unsubscribed,TRUE,both
514,3/1/2023,514,Female,18,Electronics,1,300,300,18,Other,70.05,4587.71,8,26,309.78,2,2,5,264,FALSE,Responded,TRUE,both
515,7/17/2023,515,Female,49,Clothing,3,300,900,57,Female,118.45,4399.87,17,64,70.88,3,1,3,38,TRUE,Ignored,TRUE,both
516,10/23/2023,516,Male,30,Beauty,4,25,100,42,Male,72.85,2856.84,7,37,151.01,6,3,5,349,FALSE,Unsubscribed,TRUE,both
517,4/8/2023,517,Female,47,Clothing,4,25,100,54,Male,194.28,150.01,9,13,253.17,8,0,3,264,TRUE,Responded,FALSE,both
518,5/11/2023,518,Female,40,Clothing,1,30,30,53,Male,60.72,1944.4,16,39,345.53,5,0,5,182,TRUE,Ignored,FALSE,both
519,1/23/2023,519,Female,36,Electronics,4,30,120,23,Other,22.83,9800.65,3,60,109.06,6,3,3,129,TRUE,Unsubscribed,TRUE,both
520,12/29/2023,520,Female,49,Electronics,4,25,100,24,Female,78.65,8686.13,11,94,219.21,1,0,5,236,FALSE,Ignored,TRUE,both
521,8/12/2023,521,Female,47,Clothing,4,30,120,21,Male,110.45,2738.4,10,31,62.76,0,0,3,358,TRUE,Ignored,TRUE,both
522,1/1/2023,522,Male,46,Beauty,3,500,1500,52,Other,25.11,9641.11,11,99,98.47,0,1,1,221,TRUE,Unsubscribed,TRUE,both
523,9/24/2023,523,Female,62,Electronics,1,300,300,58,Male,120.66,3740.35,9,84,381.48,1,3,5,127,FALSE,Ignored,TRUE,both
524,10/3/2023,524,Male,46,Beauty,4,300,1200,51,Male,177.37,3046.1,11,84,308.59,5,4,4,158,TRUE,Responded,TRUE,both
525,12/18/2023,525,Female,47,Beauty,2,25,50,46,Male,146.85,1612.8,11,32,231.6,7,3,5,69,FALSE,Ignored,TRUE,both
526,12/10/2023,526,Male,33,Clothing,2,50,100,22,Male,132.13,9025.95,18,76,13.5,7,2,5,10,TRUE,Unsubscribed,TRUE,both
527,4/11/2023,527,Male,57,Clothing,2,25,50,44,Other,192.07,9871.23,4,8,42.4,0,2,4,136,TRUE,Ignored,FALSE,both
528,7/6/2023,528,Female,36,Clothing,2,30,60,50,Female,192.49,3341.37,5,70,384.15,4,3,5,339,TRUE,Unsubscribed,FALSE,both
529,8/9/2023,529,Female,35,Clothing,3,50,150,63,Female,168.37,7063.96,5,78,55.98,4,0,1,95,TRUE,Responded,FALSE,both
530,2/5/2023,530,Female,18,Electronics,4,30,120,69,Male,129.39,3419.5,18,63,387.81,3,1,4,334,FALSE,Ignored,TRUE,both
531,12/7/2023,531,Male,31,Electronics,1,500,500,27,Other,107.8,1139.41,18,99,364.84,8,2,4,110,FALSE,Unsubscribed,FALSE,both
532,6/19/2023,532,Female,64,Clothing,4,30,120,23,Female,22.4,3987.65,16,47,261.73,7,4,3,256,TRUE,Unsubscribed,FALSE,both
533,11/16/2023,533,Male,19,Electronics,3,500,1500,51,Female,129.13,5560.54,9,33,185.85,7,1,3,360,FALSE,Responded,FALSE,both
534,6/10/2023,534,Male,45,Clothing,2,500,1000,25,Male,198.04,1317.87,2,33,451.11,4,4,4,35,FALSE,Ignored,FALSE,both
535,12/6/2023,535,Male,47,Beauty,3,30,90,48,Male,167.26,8200.9,16,29,96.53,2,0,4,112,TRUE,Responded,TRUE,both
536,3/5/2023,536,Female,55,Beauty,4,30,120,26,Other,81.31,5023.89,10,13,428.96,2,4,5,106,TRUE,Ignored,FALSE,both
537,6/3/2023,537,Female,21,Beauty,1,500,500,38,Female,47.37,2420.39,12,94,384.1,2,4,1,174,TRUE,Unsubscribed,TRUE,both
538,9/17/2023,538,Male,18,Clothing,3,50,150,25,Male,161.13,5968.32,17,75,337.19,4,2,3,236,TRUE,Unsubscribed,TRUE,both
539,6/8/2023,539,Male,25,Beauty,1,500,500,21,Other,153.91,7953.27,16,56,471.76,1,0,2,217,TRUE,Unsubscribed,FALSE,both
540,12/8/2023,540,Female,46,Electronics,3,300,900,39,Other,194.07,3343.48,17,74,498.1,2,4,5,144,FALSE,Unsubscribed,TRUE,both
541,7/29/2023,541,Male,56,Beauty,1,500,500,45,Other,177.47,7044.62,17,50,396.73,4,1,5,336,FALSE,Ignored,FALSE,both
542,6/17/2023,542,Female,20,Beauty,1,50,50,62,Female,120.02,4335.81,3,20,122.1,4,3,1,342,FALSE,Unsubscribed,FALSE,both
543,7/26/2023,543,Male,49,Beauty,2,300,600,21,Female,38.23,9644.11,9,87,345.63,2,3,3,56,TRUE,Responded,TRUE,both
544,12/23/2023,544,Female,27,Electronics,1,25,25,56,Female,107.03,7732.31,2,24,206.19,7,2,2,151,FALSE,Responded,FALSE,both
545,6/1/2023,545,Male,27,Clothing,2,25,50,38,Other,76.47,3627.87,17,31,69.95,3,4,3,147,FALSE,Ignored,FALSE,both
546,10/11/2023,546,Female,36,Electronics,4,50,200,25,Other,112.23,275.7,15,61,425.9,2,1,3,11,TRUE,Ignored,TRUE,both
547,3/7/2023,547,Male,63,Clothing,4,500,2000,37,Male,74.31,6609.45,9,53,174.02,1,1,1,256,FALSE,Ignored,FALSE,both
548,4/9/2023,548,Female,51,Clothing,2,30,60,49,Male,175.13,2058.93,2,14,482.58,7,4,5,347,TRUE,Responded,FALSE,both
549,8/4/2023,549,Female,50,Beauty,2,50,100,18,Female,171.98,1306.6,15,32,407.45,0,4,1,27,FALSE,Responded,FALSE,both
550,12/7/2023,550,Male,40,Clothing,3,300,900,23,Female,76.78,9324.59,14,59,402.03,4,0,3,329,TRUE,Unsubscribed,TRUE,both
